GISLINK,STREET,HOUSE,UNIT,CITY,PROVINCE,PC,X,Y
611001,CARNARVON ST,735,308,NEW WESTMINSTER,BC,V3M 1E6,-122.9121012,49.20272889
237002,COLUMBIA ST,668,702,NEW WESTMINSTER,BC,V3M 1A9,-122.9091438,49.20208072
237002,COLUMBIA ST,668,703,NEW WESTMINSTER,BC,V3M 1A9,-122.9091438,49.20208072
237002,COLUMBIA ST,668,704,NEW WESTMINSTER,BC,V3M 1A9,-122.9091438,49.20208072
237002,COLUMBIA ST,668,705,NEW WESTMINSTER,BC,V3M 1A9,-122.9091438,49.20208072
237002,COLUMBIA ST,668,706,NEW WESTMINSTER,BC,V3M 1A9,-122.9091438,49.20208072
237002,COLUMBIA ST,668,707,NEW WESTMINSTER,BC,V3M 1A9,-122.9091438,49.20208072
237002,COLUMBIA ST,668,708,NEW WESTMINSTER,BC,V3M 1A9,-122.9091438,49.20208072
10865001,SIXTH AVE,505,1101,NEW WESTMINSTER,BC,V3L 5H3,-122.9199149,49.21392477
13476101,JARDINE ST,305,5,NEW WESTMINSTER,BC,V3M 5M6,-122.949207,49.1856056
13476101,JARDINE ST,305,6,NEW WESTMINSTER,BC,V3M 5M6,-122.949207,49.1856056
13476101,JARDINE ST,305,7,NEW WESTMINSTER,BC,V3M 5M6,-122.949207,49.1856056
13476101,JARDINE ST,305,8,NEW WESTMINSTER,BC,V3M 5M6,-122.949207,49.1856056
6263001,CORNWALL ST,1028,,NEW WESTMINSTER,BC,V3M 1S2,-122.9235042,49.20488542
6263002,CORNWALL ST,1026,,NEW WESTMINSTER,BC,V3M 1S2,-122.9233976,49.20494284
13972023,EWEN AVE,260,,NEW WESTMINSTER,BC,,-122.9290601,49.19328587
13972023,EWEN AVE,260,,NEW WESTMINSTER,BC,,-122.9290601,49.19328587
13972023,EWEN AVE,260,,NEW WESTMINSTER,BC,,-122.9290601,49.19328587
13972023,EWEN AVE,260,,NEW WESTMINSTER,BC,,-122.9290601,49.19328587
237002,COLUMBIA ST,668,709,NEW WESTMINSTER,BC,V3M 1A9,-122.9091438,49.20208072
237002,COLUMBIA ST,668,710,NEW WESTMINSTER,BC,V3M 1A9,-122.9091438,49.20208072
237002,COLUMBIA ST,668,711,NEW WESTMINSTER,BC,V3M 1A9,-122.9091438,49.20208072
237002,COLUMBIA ST,668,712,NEW WESTMINSTER,BC,V3M 1A9,-122.9091438,49.20208072
641000,AGNES ST,328,407,NEW WESTMINSTER,BC,V3L 0J4,-122.9059974,49.20660146
641000,AGNES ST,328,408,NEW WESTMINSTER,BC,V3L 0J4,-122.9059974,49.20660146
641000,AGNES ST,328,409,NEW WESTMINSTER,BC,V3L 0J4,-122.9059974,49.20660146
641000,AGNES ST,328,410,NEW WESTMINSTER,BC,V3L 0J4,-122.9059974,49.20660146
641000,AGNES ST,328,411,NEW WESTMINSTER,BC,V3L 0J4,-122.9059974,49.20660146
641000,AGNES ST,328,412,NEW WESTMINSTER,BC,V3L 0J4,-122.9059974,49.20660146
237002,COLUMBIA ST,668,1410,NEW WESTMINSTER,BC,V3M 1A9,-122.9091438,49.20208072
237002,COLUMBIA ST,668,1411,NEW WESTMINSTER,BC,V3M 1A9,-122.9091438,49.20208072
237002,COLUMBIA ST,668,1412,NEW WESTMINSTER,BC,V3M 1A9,-122.9091438,49.20208072
237002,COLUMBIA ST,668,1501,NEW WESTMINSTER,BC,V3M 1A9,-122.9091438,49.20208072
237002,COLUMBIA ST,668,1502,NEW WESTMINSTER,BC,V3M 1A9,-122.9091438,49.20208072
237002,COLUMBIA ST,668,1503,NEW WESTMINSTER,BC,V3M 1A9,-122.9091438,49.20208072
237002,COLUMBIA ST,668,1504,NEW WESTMINSTER,BC,V3M 1A9,-122.9091438,49.20208072
237002,COLUMBIA ST,668,1505,NEW WESTMINSTER,BC,V3M 1A9,-122.9091438,49.20208072
642000,AGNES ST,318,114,NEW WESTMINSTER,BC,V3L 0J3,-122.9053904,49.20692888
642000,AGNES ST,318,115,NEW WESTMINSTER,BC,V3L 0J3,-122.9053904,49.20692888
642000,AGNES ST,318,201,NEW WESTMINSTER,BC,V3L 0J3,-122.9053904,49.20692888
237002,FRONT ST,665,,NEW WESTMINSTER,BC,V3M 1A2,-122.9091438,49.20208072
237002,COLUMBIA ST,680,,NEW WESTMINSTER,BC,V3M 1A9,-122.9091438,49.20208072
237002,COLUMBIA ST,676,,NEW WESTMINSTER,BC,V3M 1A9,-122.9091438,49.20208072
237002,COLUMBIA ST,672,,NEW WESTMINSTER,BC,V3M 1A9,-122.9091438,49.20208072
237002,COLUMBIA ST,664,,NEW WESTMINSTER,BC,V3M 1A9,-122.9091438,49.20208072
237002,COLUMBIA ST,668,301,NEW WESTMINSTER,BC,V3M 1A9,-122.9091438,49.20208072
237002,COLUMBIA ST,668,302,NEW WESTMINSTER,BC,V3M 1A9,-122.9091438,49.20208072
237002,COLUMBIA ST,668,303,NEW WESTMINSTER,BC,V3M 1A9,-122.9091438,49.20208072
237002,COLUMBIA ST,668,304,NEW WESTMINSTER,BC,V3M 1A9,-122.9091438,49.20208072
237002,COLUMBIA ST,668,305,NEW WESTMINSTER,BC,V3M 1A9,-122.9091438,49.20208072
237002,COLUMBIA ST,668,306,NEW WESTMINSTER,BC,V3M 1A9,-122.9091438,49.20208072
1325001,AGNES ST,510,COMPLX,NEW WESTMINSTER,BC,V3L 0J6,-122.9088797,49.20504899
237002,COLUMBIA ST,668,401,NEW WESTMINSTER,BC,V3M 1A9,-122.9091438,49.20208072
237002,COLUMBIA ST,668,402,NEW WESTMINSTER,BC,V3M 1A9,-122.9091438,49.20208072
237002,COLUMBIA ST,668,403,NEW WESTMINSTER,BC,V3M 1A9,-122.9091438,49.20208072
237002,COLUMBIA ST,668,404,NEW WESTMINSTER,BC,V3M 1A9,-122.9091438,49.20208072
237002,COLUMBIA ST,668,405,NEW WESTMINSTER,BC,V3M 1A9,-122.9091438,49.20208072
237002,COLUMBIA ST,668,406,NEW WESTMINSTER,BC,V3M 1A9,-122.9091438,49.20208072
237002,COLUMBIA ST,668,501,NEW WESTMINSTER,BC,V3M 1A9,-122.9091438,49.20208072
237002,COLUMBIA ST,668,502,NEW WESTMINSTER,BC,V3M 1A9,-122.9091438,49.20208072
237002,COLUMBIA ST,668,503,NEW WESTMINSTER,BC,V3M 1A9,-122.9091438,49.20208072
237002,COLUMBIA ST,668,504,NEW WESTMINSTER,BC,V3M 1A9,-122.9091438,49.20208072
237002,COLUMBIA ST,668,507,NEW WESTMINSTER,BC,V3M 1A9,-122.9091438,49.20208072
237002,COLUMBIA ST,668,508,NEW WESTMINSTER,BC,V3M 1A9,-122.9091438,49.20208072
237002,COLUMBIA ST,668,509,NEW WESTMINSTER,BC,V3M 1A9,-122.9091438,49.20208072
237002,COLUMBIA ST,668,510,NEW WESTMINSTER,BC,V3M 1A9,-122.9091438,49.20208072
237002,COLUMBIA ST,668,511,NEW WESTMINSTER,BC,V3M 1A9,-122.9091438,49.20208072
237002,COLUMBIA ST,668,512,NEW WESTMINSTER,BC,V3M 1A9,-122.9091438,49.20208072
237002,COLUMBIA ST,668,601,NEW WESTMINSTER,BC,V3M 1A9,-122.9091438,49.20208072
237002,COLUMBIA ST,668,602,NEW WESTMINSTER,BC,V3M 1A9,-122.9091438,49.20208072
237002,COLUMBIA ST,668,603,NEW WESTMINSTER,BC,V3M 1A9,-122.9091438,49.20208072
237002,COLUMBIA ST,668,604,NEW WESTMINSTER,BC,V3M 1A9,-122.9091438,49.20208072
237002,COLUMBIA ST,668,605,NEW WESTMINSTER,BC,V3M 1A9,-122.9091438,49.20208072
237002,COLUMBIA ST,668,606,NEW WESTMINSTER,BC,V3M 1A9,-122.9091438,49.20208072
394000,COLUMBIA ST,661,109,NEW WESTMINSTER,BC,V3M 1A8,-122.9095763,49.20268862
394000,COLUMBIA ST,661,110,NEW WESTMINSTER,BC,V3M 1A8,-122.9095763,49.20268862
7310000,CANFOR AVE,430,,NEW WESTMINSTER,BC,,-122.8766694,49.22939132
13363001,LAWRENCE ST,320,,NEW WESTMINSTER,BC,V3M 5L2,-122.9437473,49.18888205
13363002,LAWRENCE ST,318,,NEW WESTMINSTER,BC,V3M 5L2,-122.9436732,49.18880548
13869100,FURNESS ST,488,,NEW WESTMINSTER,BC,,-122.9294143,49.19556395
13869200,FURNESS ST,490,,NEW WESTMINSTER,BC,,-122.92773,49.19596718
13869300,,,,,,,-122.9300726,49.1961772
13972230,SALTER ST,320,209,NEW WESTMINSTER,BC,V3M 0K3,-122.9286713,49.18971631
13972230,SALTER ST,320,210,NEW WESTMINSTER,BC,V3M 0K3,-122.9286713,49.18971631
13972230,SALTER ST,320,211,NEW WESTMINSTER,BC,V3M 0K3,-122.9286713,49.18971631
13972230,SALTER ST,320,213,NEW WESTMINSTER,BC,V3M 0K3,-122.9286713,49.18971631
10865001,SIXTH AVE,505,1104,NEW WESTMINSTER,BC,V3L 5H3,-122.9199149,49.21392477
16200944,STEWARDSON WAY,1700,,NEW WESTMINSTER,BC,,-122.9380531,49.20266187
1315100,CARNARVON ST,527,902,NEW WESTMINSTER,BC,V3L 0J1,-122.9087085,49.20455608
1315100,CARNARVON ST,527,903,NEW WESTMINSTER,BC,V3L 0J1,-122.9087085,49.20455608
1315100,CARNARVON ST,527,904,NEW WESTMINSTER,BC,V3L 0J1,-122.9087085,49.20455608
1315100,CARNARVON ST,527,905,NEW WESTMINSTER,BC,V3L 0J1,-122.9087085,49.20455608
1315100,CARNARVON ST,527,906,NEW WESTMINSTER,BC,V3L 0J1,-122.9087085,49.20455608
1315100,CARNARVON ST,527,907,NEW WESTMINSTER,BC,V3L 0J1,-122.9087085,49.20455608
1315100,CARNARVON ST,527,908,NEW WESTMINSTER,BC,V3L 0J1,-122.9087085,49.20455608
1315100,CARNARVON ST,527,909,NEW WESTMINSTER,BC,V3L 0J1,-122.9087085,49.20455608
1315100,CARNARVON ST,527,910,NEW WESTMINSTER,BC,V3L 0J1,-122.9087085,49.20455608
1315100,CARNARVON ST,527,911,NEW WESTMINSTER,BC,V3L 0J1,-122.9087085,49.20455608
1315100,CARNARVON ST,527,1001,NEW WESTMINSTER,BC,V3L 0J1,-122.9087085,49.20455608
1315100,CARNARVON ST,527,1002,NEW WESTMINSTER,BC,V3L 0J1,-122.9087085,49.20455608
1315100,CARNARVON ST,527,1003,NEW WESTMINSTER,BC,V3L 0J1,-122.9087085,49.20455608
13972230,SALTER ST,320,405,NEW WESTMINSTER,BC,V3M 0K3,-122.9286713,49.18971631
1315100,CARNARVON ST,527,2004,NEW WESTMINSTER,BC,V3L 0J1,-122.9087085,49.20455608
1315100,CARNARVON ST,527,2005,NEW WESTMINSTER,BC,V3L 0J1,-122.9087085,49.20455608
1315100,CARNARVON ST,527,2006,NEW WESTMINSTER,BC,V3L 0J1,-122.9087085,49.20455608
1315100,CARNARVON ST,527,2007,NEW WESTMINSTER,BC,V3L 0J1,-122.9087085,49.20455608
1315100,CARNARVON ST,527,2008,NEW WESTMINSTER,BC,V3L 0J1,-122.9087085,49.20455608
1315100,CARNARVON ST,527,2009,NEW WESTMINSTER,BC,V3L 0J1,-122.9087085,49.20455608
1315100,CARNARVON ST,527,2010,NEW WESTMINSTER,BC,V3L 0J1,-122.9087085,49.20455608
1315100,CARNARVON ST,527,2011,NEW WESTMINSTER,BC,V3L 0J1,-122.9087085,49.20455608
1315100,CARNARVON ST,527,2101,NEW WESTMINSTER,BC,V3L 0J1,-122.9087085,49.20455608
1315100,CARNARVON ST,527,2102,NEW WESTMINSTER,BC,V3L 0J1,-122.9087085,49.20455608
1315100,CARNARVON ST,527,2103,NEW WESTMINSTER,BC,V3L 0J1,-122.9087085,49.20455608
1315100,CARNARVON ST,527,2104,NEW WESTMINSTER,BC,V3L 0J1,-122.9087085,49.20455608
1315100,CARNARVON ST,527,2105,NEW WESTMINSTER,BC,V3L 0J1,-122.9087085,49.20455608
1315100,CARNARVON ST,527,2106,NEW WESTMINSTER,BC,V3L 0J1,-122.9087085,49.20455608
1315100,CARNARVON ST,527,2107,NEW WESTMINSTER,BC,V3L 0J1,-122.9087085,49.20455608
1315100,CARNARVON ST,527,2201,NEW WESTMINSTER,BC,V3L 0J1,-122.9087085,49.20455608
1315100,CARNARVON ST,527,2202,NEW WESTMINSTER,BC,V3L 0J1,-122.9087085,49.20455608
251000,COLUMBIA ST,604,457,NEW WESTMINSTER,BC,V3M 1A5,-122.9077077,49.20285721
13399000,EWEN AVE,843,8,NEW WESTMINSTER,BC,V3M 0K6,-122.9447797,49.1881445
13399000,EWEN AVE,843,9,NEW WESTMINSTER,BC,V3M 0K6,-122.9447797,49.1881445
13399000,EWEN AVE,843,10,NEW WESTMINSTER,BC,V3M 0K6,-122.9447797,49.1881445
13399000,EWEN AVE,843,11,NEW WESTMINSTER,BC,V3M 0K6,-122.9447797,49.1881445
13399000,EWEN AVE,843,12,NEW WESTMINSTER,BC,V3M 0K6,-122.9447797,49.1881445
13399000,EWEN AVE,843,13,NEW WESTMINSTER,BC,V3M 0K6,-122.9447797,49.1881445
13399000,EWEN AVE,843,44,NEW WESTMINSTER,BC,V3M 0K6,-122.9447797,49.1881445
13399000,EWEN AVE,843,45,NEW WESTMINSTER,BC,V3M 0K6,-122.9447797,49.1881445
13399000,EWEN AVE,843,46,NEW WESTMINSTER,BC,V3M 0K6,-122.9447797,49.1881445
13399000,EWEN AVE,843,47,NEW WESTMINSTER,BC,V3M 0K6,-122.9447797,49.1881445
13399000,EWEN AVE,843,48,NEW WESTMINSTER,BC,V3M 0K6,-122.9447797,49.1881445
13399000,EWEN AVE,843,49,NEW WESTMINSTER,BC,V3M 0K6,-122.9447797,49.1881445
13399000,EWEN AVE,843,14,NEW WESTMINSTER,BC,V3M 0K6,-122.9447797,49.1881445
13399000,EWEN AVE,843,15,NEW WESTMINSTER,BC,V3M 0K6,-122.9447797,49.1881445
13399000,EWEN AVE,843,16,NEW WESTMINSTER,BC,V3M 0K6,-122.9447797,49.1881445
13399000,EWEN AVE,843,17,NEW WESTMINSTER,BC,V3M 0K6,-122.9447797,49.1881445
13399000,EWEN AVE,843,18,NEW WESTMINSTER,BC,V3M 0K6,-122.9447797,49.1881445
13399000,EWEN AVE,843,19,NEW WESTMINSTER,BC,V3M 0K6,-122.9447797,49.1881445
13399000,EWEN AVE,843,43,NEW WESTMINSTER,BC,V3M 0K6,-122.9447797,49.1881445
411000,FOURTH ST,26,100,NEW WESTMINSTER,BC,V3L 5M4,-122.9057944,49.20472996
394000,COLUMBIA ST,661,101,NEW WESTMINSTER,BC,V3M 1A8,-122.9095763,49.20268862
11859000,SIXTH ST,820,,NEW WESTMINSTER,BC,V3M 2R2,-122.9274918,49.21561234
394000,COLUMBIA ST,661,102,NEW WESTMINSTER,BC,V3M 1A8,-122.9095763,49.20268862
13384100,LAWRENCE ST,317,B,NEW WESTMINSTER,BC,V3M 5L3,-122.9430531,49.18917086
13384300,LAWRENCE ST,317,A,NEW WESTMINSTER,BC,V3M 5L3,-122.9429791,49.18909426
411000,FOURTH ST,26,101,NEW WESTMINSTER,BC,V3L 5M4,-122.9057944,49.20472996
13972230,SALTER ST,320,113,NEW WESTMINSTER,BC,V3M 0K3,-122.9286713,49.18971631
6929000,THIRTEENTH ST,418,COMPLX,NEW WESTMINSTER,BC,V3M 4L6,-122.9294734,49.20436323
3624000,WARD ST,315,302,NEW WESTMINSTER,BC,V3L 3N6,-122.8937473,49.22962151
6911500,FOURTH AVE,1209,1,NEW WESTMINSTER,BC,V3M 1T8,-122.9278206,49.20456549
6911500,FOURTH AVE,1209,2,NEW WESTMINSTER,BC,V3M 1T8,-122.9278206,49.20456549
6911500,FOURTH AVE,1209,3,NEW WESTMINSTER,BC,V3M 1T8,-122.9278206,49.20456549
6911500,FOURTH AVE,1209,4,NEW WESTMINSTER,BC,V3M 1T8,-122.9278206,49.20456549
6911500,FOURTH AVE,1209,5,NEW WESTMINSTER,BC,V3M 1T8,-122.9278206,49.20456549
6911500,FOURTH AVE,1209,6,NEW WESTMINSTER,BC,V3M 1T8,-122.9278206,49.20456549
6911500,FOURTH AVE,1209,7,NEW WESTMINSTER,BC,V3M 1T8,-122.9278206,49.20456549
6911500,FOURTH AVE,1209,8,NEW WESTMINSTER,BC,V3M 1T8,-122.9278206,49.20456549
1397003,EIGHTH ST,787,,NEW WESTMINSTER,BC,,-122.9112275,49.20178471
6107000,FOURTH ST,328,1,NEW WESTMINSTER,BC,V3L 2V2,-122.9138682,49.2109892
13972230,SALTER ST,320,407,NEW WESTMINSTER,BC,V3M 0K3,-122.9286713,49.18971631
8479001,SIXTH AVE,224,,NEW WESTMINSTER,BC,,-122.9151932,49.21557774
5456100,QUEENS AVE,307,,NEW WESTMINSTER,BC,V3L 1K1,-122.9095204,49.20925598
2603000,NELSON'S CRES,228,105,NEW WESTMINSTER,BC,V3L 0H9,-122.8915561,49.22387383
2603000,NELSON'S CRES,228,106,NEW WESTMINSTER,BC,V3L 0H9,-122.8915561,49.22387383
2603000,NELSON'S CRES,228,107,NEW WESTMINSTER,BC,V3L 0H9,-122.8915561,49.22387383
1708100,E ROYAL AVE,28,404,NEW WESTMINSTER,BC,V3L 1G6,-122.8978136,49.21402435
10443000,COLBORNE ST,615,100,NEW WESTMINSTER,BC,V3L 2E1,-122.9111239,49.21871646
2603000,NELSON'S CRES,228,206,NEW WESTMINSTER,BC,V3L 0H9,-122.8915561,49.22387383
2603000,NELSON'S CRES,228,207,NEW WESTMINSTER,BC,V3L 0H9,-122.8915561,49.22387383
2603000,NELSON'S CRES,228,208,NEW WESTMINSTER,BC,V3L 0H9,-122.8915561,49.22387383
11650000,EIGHTH AVE,411,,NEW WESTMINSTER,BC,V3L 1Y4,-122.9224245,49.21708989
5873000,THIRD AVE,51,610,NEW WESTMINSTER,BC,V3L 1L7,-122.906011,49.21511823
5873000,THIRD AVE,51,620,NEW WESTMINSTER,BC,V3L 1L7,-122.906011,49.21511823
2603000,NELSON'S CRES,228,304,NEW WESTMINSTER,BC,V3L 0H9,-122.8915561,49.22387383
2603000,NELSON'S CRES,228,305,NEW WESTMINSTER,BC,V3L 0H9,-122.8915561,49.22387383
2603000,NELSON'S CRES,228,306,NEW WESTMINSTER,BC,V3L 0H9,-122.8915561,49.22387383
13972021,CAMATA ST,240,COMPLX,NEW WESTMINSTER,BC,V3M 0H8,-122.9277991,49.19217961
1708100,E ROYAL AVE,26,,NEW WESTMINSTER,BC,,-122.8978136,49.21402435
1708100,E ROYAL AVE,28,130,NEW WESTMINSTER,BC,V3L 0B7,-122.8978136,49.21402435
6453000,SEVENTH ST,322,1,NEW WESTMINSTER,BC,V3M 3K8,-122.9177644,49.20870362
6453000,SEVENTH ST,322,2,NEW WESTMINSTER,BC,V3M 3K8,-122.9177644,49.20870362
8065000,SIXTH AVE,1408,1,NEW WESTMINSTER,BC,V3M 2C6,-122.9339064,49.20541814
8065000,SIXTH AVE,1408,2,NEW WESTMINSTER,BC,V3M 2C6,-122.9339064,49.20541814
13972230,SALTER ST,320,214,NEW WESTMINSTER,BC,V3M 0K3,-122.9286713,49.18971631
13972230,SALTER ST,320,215,NEW WESTMINSTER,BC,V3M 0K3,-122.9286713,49.18971631
13972230,SALTER ST,320,218,NEW WESTMINSTER,BC,V3M 0K3,-122.9286713,49.18971631
13972230,SALTER ST,320,219,NEW WESTMINSTER,BC,V3M 0K3,-122.9286713,49.18971631
13972230,SALTER ST,320,220,NEW WESTMINSTER,BC,V3M 0K3,-122.9286713,49.18971631
12301000,WOOD ST,188,21,NEW WESTMINSTER,BC,V3M 0H6,-122.9371078,49.18602865
466001,AGNES ST,188,COMPLX,NEW WESTMINSTER,BC,V3L 0H6,-122.9029065,49.20813287
12301000,WOOD ST,188,34,NEW WESTMINSTER,BC,V3M 0H6,-122.9371078,49.18602865
12301000,WOOD ST,188,35,NEW WESTMINSTER,BC,V3M 0H6,-122.9371078,49.18602865
12804101,HAMPTON ST,213,,NEW WESTMINSTER,BC,V3M 0K2,-122.945542,49.18379665
12301000,WOOD ST,188,4,NEW WESTMINSTER,BC,V3M 0H6,-122.9371078,49.18602865
10865001,SIXTH AVE,505,606,NEW WESTMINSTER,BC,V3L 5H3,-122.9199149,49.21392477
1708100,E ROYAL AVE,28,110,NEW WESTMINSTER,BC,V3L 0B7,-122.8978136,49.21402435
1708100,E ROYAL AVE,28,120,NEW WESTMINSTER,BC,V3L 0B7,-122.8978136,49.21402435
12354300,CARTER ST,118,2,NEW WESTMINSTER,BC,V3M 0B8,-122.9411723,49.1834308
12354200,CARTER ST,120,2,NEW WESTMINSTER,BC,V3M 0B8,-122.9412508,49.18351206
9935000,EDINBURGH ST,1812,2,NEW WESTMINSTER,BC,V3M 2X3,-122.9454129,49.20530361
555000,COLUMBIA ST,1001,201,NEW WESTMINSTER,BC,V3M 1C4,-122.9176973,49.20108404
555000,COLUMBIA ST,1001,301,NEW WESTMINSTER,BC,V3M 1C4,-122.9176973,49.20108404
4511501,OFF MCKAY ST,,,NEW WESTMINSTER,BC,,-122.9035177,49.22623582
13987000,SALTER ST,210,203,NEW WESTMINSTER,BC,V3M 0J9,-122.9217699,49.19523691
13987000,SALTER ST,210,204,NEW WESTMINSTER,BC,V3M 0J9,-122.9217699,49.19523691
13987000,SALTER ST,210,205,NEW WESTMINSTER,BC,V3M 0J9,-122.9217699,49.19523691
10687002,SECOND ST,720,,NEW WESTMINSTER,BC,V3L 2M9,-122.9172228,49.21851029
13987000,SALTER ST,210,TH212,NEW WESTMINSTER,BC,V3M 0J9,-122.9217699,49.19523691
13987000,SALTER ST,210,301,NEW WESTMINSTER,BC,V3M 0J9,-122.9217699,49.19523691
13987000,SALTER ST,210,302,NEW WESTMINSTER,BC,V3M 0J9,-122.9217699,49.19523691
13987000,SALTER ST,210,303,NEW WESTMINSTER,BC,V3M 0J9,-122.9217699,49.19523691
13987000,SALTER ST,210,304,NEW WESTMINSTER,BC,V3M 0J9,-122.9217699,49.19523691
13987000,SALTER ST,210,305,NEW WESTMINSTER,BC,V3M 0J9,-122.9217699,49.19523691
12373013,HOWES ST,148,,NEW WESTMINSTER,BC,,-122.9437301,49.18266696
12373014,HOWES ST,140,,NEW WESTMINSTER,BC,,-122.9436605,49.1825953
12373015,HOWES ST,134,,NEW WESTMINSTER,BC,,-122.9435909,49.18252364
2603000,NELSON'S CRES,228,309,NEW WESTMINSTER,BC,V3L 0H9,-122.8915561,49.22387383
2603000,NELSON'S CRES,228,310,NEW WESTMINSTER,BC,V3L 0H9,-122.8915561,49.22387383
12373016,HOWES ST,128,,NEW WESTMINSTER,BC,,-122.9435214,49.18245198
12373017,HOWES ST,124,,NEW WESTMINSTER,BC,,-122.9434518,49.18238033
13987000,SALTER ST,210,406,NEW WESTMINSTER,BC,V3M 0J9,-122.9217699,49.19523691
13987000,SALTER ST,210,407,NEW WESTMINSTER,BC,V3M 0J9,-122.9217699,49.19523691
13987000,SALTER ST,210,408,NEW WESTMINSTER,BC,V3M 0J9,-122.9217699,49.19523691
13987000,SALTER ST,210,TH509,NEW WESTMINSTER,BC,V3M 0J9,-122.9217699,49.19523691
13987000,SALTER ST,210,TH510,NEW WESTMINSTER,BC,V3M 0J9,-122.9217699,49.19523691
13987000,SALTER ST,210,TH511,NEW WESTMINSTER,BC,V3M 0J9,-122.9217699,49.19523691
13987000,SALTER ST,210,TH512,NEW WESTMINSTER,BC,V3M 0J9,-122.9217699,49.19523691
2603000,NELSON'S CRES,228,403,NEW WESTMINSTER,BC,V3L 0H9,-122.8915561,49.22387383
2603000,NELSON'S CRES,228,404,NEW WESTMINSTER,BC,V3L 0H9,-122.8915561,49.22387383
12301000,WOOD ST,188,42,NEW WESTMINSTER,BC,V3M 0H6,-122.9371078,49.18602865
641000,AGNES ST,328,106,NEW WESTMINSTER,BC,V3L 1E8,-122.9059974,49.20660146
13972230,SALTER ST,320,203,NEW WESTMINSTER,BC,V3M 0K3,-122.9286713,49.18971631
12301000,WOOD ST,188,1,NEW WESTMINSTER,BC,V3M 0H6,-122.9371078,49.18602865
12301000,WOOD ST,188,2,NEW WESTMINSTER,BC,V3M 0H6,-122.9371078,49.18602865
641000,AGNES ST,328,413,NEW WESTMINSTER,BC,V3L 0J4,-122.9059974,49.20660146
641000,AGNES ST,328,414,NEW WESTMINSTER,BC,V3L 0J4,-122.9059974,49.20660146
641000,AGNES ST,328,415,NEW WESTMINSTER,BC,V3L 0J4,-122.9059974,49.20660146
13972230,SALTER ST,320,106,NEW WESTMINSTER,BC,V3M 0K3,-122.9286713,49.18971631
13972230,SALTER ST,320,112,NEW WESTMINSTER,BC,V3M 0K3,-122.9286713,49.18971631
13972230,SALTER ST,320,315,NEW WESTMINSTER,BC,V3M 0K3,-122.9286713,49.18971631
411000,FOURTH ST,26,200,NEW WESTMINSTER,BC,V3L 5M4,-122.9057944,49.20472996
1315100,CARNARVON ST,527,1004,NEW WESTMINSTER,BC,V3L 0J1,-122.9087085,49.20455608
1315100,CARNARVON ST,527,1005,NEW WESTMINSTER,BC,V3L 0J1,-122.9087085,49.20455608
1315100,CARNARVON ST,527,1006,NEW WESTMINSTER,BC,V3L 0J1,-122.9087085,49.20455608
